pid,delay,cfmt_raw,sex,age_year,participant_race,lineup,lineup_race,lineup_type,chooser,lineup_accuracy,lineup_decision,confidence,decision_time_sec,cross_race,expression,justification,cat,celebrity,kept,expression_spellcheck,justification_spellcheck,express_num,just_num,log_rt,mad_rt,statement
375,Day,54,Male,31,White,WD1.P.LINE,White,TP,Yes,1,Target,100,3.889,No,very certain,awkward smile from the previous test,O1,No,Yes,very certain,awkward smile from the previous test,FALSE,FALSE,1.3581520551736102,-0.895809605,very certain awkward smile from the previous test
375,Day,54,Male,31,White,WD2.P.LINE,White,TP,Yes,0,Foil,100,37.158,No,very certain,Same guy I saw the last time.,R,No,Yes,very certain,Same guy I saw the last time.,FALSE,FALSE,3.615179091183979,2.502186061915711,very certain Same guy I saw the last time.
375,Day,54,Male,31,White,WD3.P.LINE,White,TP,Yes,1,Target,100,22.284,No,Very certain.,The hair.,O1,No,Yes,Very certain.,The hair.,FALSE,FALSE,3.103868932158569,1.732399224130952,Very certain. The hair.
377,5Minute,71,Female,35,White,WC1.P.LINE,White,TP,Yes,1,Target,80,22.471,No,somewhat,I think I saw this face in the lineup,R,No,Yes,somewhat,I think I saw this face in the lineup,FALSE,FALSE,3.112225588989795,1.744980324512027,somewhat I think I saw this face in the lineup
377,5Minute,71,Female,35,White,WC2.P.LINE,White,TP,Yes,0,Foil,40,29.96,No,not very,"there are a couple of faces that seemed like I had seen them previously but I am not sure, so I picked one of them",R,No,Yes,not very,"there are a couple of faces that seemed like I had seen them previously but I am not sure, so I picked one of them",FALSE,FALSE,3.3998631586490187,2.178023969876138,"not very there are a couple of faces that seemed like I had seen them previously but I am not sure, so I picked one of them"
377,5Minute,71,Female,35,White,WC3.P.LINE,White,TP,Yes,1,Target,100,7.627,No,very,I am very certain I saw this face.,R,No,Yes,very,I am very certain I saw this face.,FALSE,FALSE,2.0316945831821016,0.1182210446367504,very I am very certain I saw this face.
378,Day,58,Male,35,White,WD1.P.LINE,White,TP,Yes,1,Target,80,9.169,No,I am very certain I saw this person yesterday.,"I remember seeing this guy yesterday, but he had a smile.",?,No,Yes,I am very certain I saw this person yesterday.,"I remember seeing this guy yesterday, but he had a smile.",FALSE,FALSE,2.215828229067764,0.39543763127034104,"I am very certain I saw this person yesterday. I remember seeing this guy yesterday, but he had a smile."
378,Day,58,Male,35,White,WD3.P.LINE,White,TP,Yes,1,Target,40,8.381,No,I think this is the correct answer.,"The hair looks familiar, but the face seems wrong.",Omany,No,Yes,I think this is the correct answer.,"The hair looks familiar, but the face seems wrong.",FALSE,FALSE,2.125967239116769,0.26015026004651487,"I think this is the correct answer. The hair looks familiar, but the face seems wrong."
379,5Minute,66,Female,29,White,WC2.NP.LINE,White,TA,Yes,0,Foil,40,22.956,No,Middle of the road,The jawline looks familiar,FO,No,Yes,Middle of the road,The jawline looks familiar,FALSE,FALSE,3.1335793402461163,1.7771287893220697,Middle of the road The jawline looks familiar
379,5Minute,66,Female,29,White,WD1.P.LINE,White,TP,Yes,1,Target,100,4.697,No,Positive!,I definitely remember seeing this face (and the person has a very striking eye color),O1,No,Yes,Positive!,I definitely remember seeing this face (and the person has a very striking eye color),FALSE,FALSE,1.546924007044858,-0.611609964,Positive! I definitely remember seeing this face (and the person has a very striking eye color)
379,5Minute,66,Female,29,White,WD2.P.LINE,White,TP,Yes,1,Target,80,2.83,No,Pretty sure,I remember seeing this face,R,No,Yes,Pretty sure,I remember seeing this face,FALSE,FALSE,1.0402767116551463,-1.374376774,Pretty sure I remember seeing this face
380,5Minute,68,Female,28,White,WC1.P.LINE,White,TP,Yes,1,Target,100,4.16,No,I am pretty sure.,I remember seeing that person.,R,No,Yes,I am pretty sure.,I remember seeing that person.,FALSE,FALSE,1.425515074273172,-0.794393342,I am pretty sure. I remember seeing that person.
380,5Minute,68,Female,28,White,WC3.P.LINE,White,TP,Yes,0,Foil,20,11.254,No,A little sure.,I might remember him.,R,No,Yes,A little sure.,I might remember him.,FALSE,FALSE,2.420723621011087,0.703911408,A little sure. I might remember him.
380,5Minute,68,Female,28,White,WD1.NP.LINE,White,TA,Yes,0,Foil,40,10.16,No,Not very certain.,I don't know if I remember him from the original line up or from the questions.,?,No,Yes,Not very certain.,I don't know if I remember him from the original line up or from the questions.,FALSE,FALSE,2.318458442150336,0.5499493025044793,Not very certain. I don't know if I remember him from the original line up or from the questions.
380,5Minute,68,Female,28,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,9.84,No,I am somewhat sure.,He looks like someone I saw.,?,No,Yes,I am somewhat sure.,He looks like someone I saw.,FALSE,FALSE,2.286455711064162,0.501768603,I am somewhat sure. He looks like someone I saw.
380,5Minute,68,Female,28,White,WD3.NP.LINE,White,TA,Yes,0,Foil,40,42.676,No,I think I remember him.,He looks familiar.,F,No,Yes,I think I remember him.,He looks familiar.,FALSE,FALSE,3.753636701329215,2.7106365376193224,I think I remember him. He looks familiar.
381,5Minute,47,Female,21,White,WC1.P.LINE,White,TP,Yes,0,Foil,20,9.236,No,Not very certain,Something about his face shape seems familiar,FO,No,Yes,Not very certain,Something about his face shape seems familiar,FALSE,FALSE,2.2231088914922488,0.40639880230477754,Not very certain Something about his face shape seems familiar
381,5Minute,47,Female,21,White,WC2.P.LINE,White,TP,Yes,1,Target,80,10.688,No,Pretty certain,Remember a guy in a white t-shirt that looked like him,?,No,Yes,Pretty certain,Remember a guy in a white t-shirt that looked like him,FALSE,FALSE,2.369121617,0.6262236426733556,Pretty certain Remember a guy in a white t-shirt that looked like him
381,5Minute,47,Female,21,White,WC3.P.LINE,White,TP,Yes,1,Target,80,5.79,No,Pretty certain,Remember his slanted features,O1,No,Yes,Pretty certain,Remember his slanted features,FALSE,FALSE,1.7561322915849038,-0.296643048,Pretty certain Remember his slanted features
381,5Minute,47,Female,21,White,WD2.NP.LINE,White,TA,Yes,0,Foil,20,9.864,No,Very uncertain,All have very smiler features,?,No,Yes,Very uncertain,All have very smiler features,FALSE,FALSE,2.288891765862043,0.5054361281776623,Very uncertain All have very smiler features
382,Day,45,Female,31,White,WD1.P.LINE,White,TP,Yes,1,Target,80,51.082,No,I am pretty certain I saw him,I remember him from yesterday,R,No,Yes,I am pretty certain I saw him,I remember him from yesterday,FALSE,FALSE,3.9334321846656453,2.9813219408378706,I am pretty certain I saw him I remember him from yesterday
382,Day,45,Female,31,White,WD2.P.LINE,White,TP,Yes,1,Target,80,9.491,No,I am pretty certain he was in yesterdays pictures.,I believe I remember him.,R,No,Yes,I am pretty certain he was in yesterdays pictures.,I believe I remember him.,FALSE,FALSE,2.250343981148355,0.4474017301228351,I am pretty certain he was in yesterdays pictures. I believe I remember him.
382,Day,45,Female,31,White,WD3.P.LINE,White,TP,Yes,1,Target,60,11.762,No,I am about 50% certain.,He kind of looks familiar.,F,No,Yes,I am about 50% certain.,He kind of looks familiar.,TRUE,FALSE,2.464873996037764,0.7703806087087944,I am about 50% certain. He kind of looks familiar.
384,5Minute,68,Female,41,White,WC1.P.LINE,White,TP,Yes,1,Target,20,18.857,No,I am fairly certain I've seen him,He first caught my eye of being familiar,F,No,Yes,I am fairly certain I've seen him,He first caught my eye of being familiar,FALSE,FALSE,2.9368841977447855,1.4810006387640493,I am fairly certain I've seen him He first caught my eye of being familiar
384,5Minute,68,Female,41,White,WC2.P.LINE,White,TP,Yes,1,Target,100,8.528,No,looks familiar,I remember seeing him,F,No,Yes,looks familiar,I remember seeing him,FALSE,FALSE,2.1433548674234886,0.2863276538935655,looks familiar I remember seeing him
384,5Minute,68,Female,41,White,WC3.P.LINE,White,TP,Yes,1,Target,20,33.338,No,I am not very certain but something in his eyes looks familiar,His eyes.  I think if he was in my pics he had a different expression,FO,No,Yes,I am not very certain but something in his eyes looks familiar,His eyes.  I think if he was in my pics he had a different expression,FALSE,FALSE,3.5066978875208963,2.338865616873001,I am not very certain but something in his eyes looks familiar His eyes.  I think if he was in my pics he had a different expression
384,5Minute,68,Female,41,White,WD1.NP.LINE,White,TA,Yes,0,Foil,60,21.125,No,I think his eyes are the same as another,I used his eyes to determine,O1,No,Yes,I think his eyes are the same as another,I used his eyes to determine,FALSE,FALSE,3.0504571732432377,1.6519868398467754,I think his eyes are the same as another I used his eyes to determine
384,5Minute,68,Female,41,White,WD2.NP.LINE,White,TA,Yes,0,Foil,20,31.327,No,not certain at all,He looks familiar in his face but I am not sure,F,No,Yes,not certain at all,He looks familiar in his face but I am not sure,FALSE,FALSE,3.444480345511771,2.2451959643684734,not certain at all He looks familiar in his face but I am not sure
384,5Minute,68,Female,41,White,WD3.NP.LINE,White,TA,Yes,0,Foil,100,8.585,No,very certain this is one,I recognize his face,R,No,Yes,very certain this is one,I recognize his face,FALSE,FALSE,2.150016494349439,0.2963568556125449,very certain this is one I recognize his face
385,5Minute,71,Female,32,White,WC1.NP.LINE,White,TA,Yes,0,Foil,20,19.987,No,I think I remember seeing him,He looks familiar but I cant say that Im absolutly positive,F,No,Yes,I think I remember seeing him,He looks familiar but I cant say that I'm absolutely positive,FALSE,FALSE,2.9950820622124046,1.5686185928836116,I think I remember seeing him He looks familiar but I cant say that I'm absolutely positive
385,5Minute,71,Female,32,White,WD1.P.LINE,White,TP,Yes,1,Target,100,4.749,No,100% There was something about this individual that stuck with me when viewing the photos,I remember him because he was half smiling and I thought it was strange that everyone else had a big smile,?,No,Yes,100% There was something about this individual that stuck with me when viewing the photos,I remember him because he was half smiling and I thought it was strange that everyone else had a big smile,TRUE,TRUE,1.5579340695669848,-0.595034112,100% There was something about this individual that stuck with me when viewing the photos I remember him because he was half smiling and I thought it was strange that everyone else had a big smile
385,5Minute,71,Female,32,White,WD2.P.LINE,White,TP,Yes,1,Target,80,5.983,No,Almost positive,I remember thinking that he looked kind of preppy and imagined what he could have done to go to jail.,?,No,Yes,Almost positive,I remember thinking that he looked kind of preppy and imagined what he could have done to go to jail.,FALSE,FALSE,1.7889221144078946,-0.247277367,Almost positive I remember thinking that he looked kind of preppy and imagined what he could have done to go to jail.
385,5Minute,71,Female,32,White,WD3.P.LINE,White,TP,Yes,1,Target,80,4.348,No,Pretty certain,I remember seeing him because at first it was his hair cut that stuck out then I studied his eyes,Omany,No,Yes,Pretty certain,I remember seeing him because at first it was his hair cut that stuck out then I studied his eyes,FALSE,FALSE,1.469715969258963,-0.727848083,Pretty certain I remember seeing him because at first it was his hair cut that stuck out then I studied his eyes
386,5Minute,56,Male,28,White,WC2.P.LINE,White,TP,Yes,1,Target,80,8.285,No,pretty sure,Looks familiar,F,No,Yes,pretty sure,Looks familiar,FALSE,FALSE,2.1144466508785262,0.24280580280701647,pretty sure Looks familiar
386,5Minute,56,Male,28,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,4.194,No,Not sure,looks a little familiar,F,No,Yes,Not sure,looks a little familiar,FALSE,FALSE,1.433654932479728,-0.782138636,Not sure looks a little familiar
389,5Minute,65,Female,30,White,WD1.P.LINE,White,TP,Yes,1,Target,100,6.183,No,Fairly certain,I remember this man's haircut,O1,No,Yes,Fairly certain,I remember this man's haircut,FALSE,FALSE,1.8218035905764316,-0.197773701,Fairly certain I remember this man's haircut
389,5Minute,65,Female,30,White,WD2.P.LINE,White,TP,Yes,1,Target,80,6.447,No,I am fairly certain in my response,"If i remember correctly, the selection had a noticeable haircut",O1,No,Yes,I am fairly certain in my response,"If I remember correctly, the selection had a noticeable haircut",FALSE,FALSE,1.863614906328483,-0.134825997,"I am fairly certain in my response If I remember correctly, the selection had a noticeable haircut"
389,5Minute,65,Female,30,White,WD3.P.LINE,White,TP,Yes,1,Target,100,2.744,No,I am very certain,I recall this man's hairline when i was looking at the lineups,O1,No,Yes,I am very certain,I recall this man's hairline when I was looking at the lineups,FALSE,FALSE,1.0094167098636389,-1.420837074,I am very certain I recall this man's hairline when I was looking at the lineups
390,5Minute,61,Female,29,White,WC2.P.LINE,White,TP,Yes,1,Target,80,1.856,No,pretty sure,he looks familiar,F,No,Yes,pretty sure,he looks familiar,FALSE,FALSE,0.6184236343640089,-2.009484332,pretty sure he looks familiar
390,5Minute,61,Female,29,White,WC3.P.LINE,White,TP,Yes,1,Target,60,13.398,No,Kind of,I think I remember his face but he might just remind me of someone I know,?,No,Yes,Kind of,I think I remember his face but he might just remind me of someone I know,FALSE,FALSE,2.595105442086076,0.966446443,Kind of I think I remember his face but he might just remind me of someone I know
391,Day,69,Female,38,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,6.973,No,I am mildly certain.,The eyes look familiar but I don't remember his cheeks being like that.,FO,No,Yes,I am mildly certain.,The eyes look familiar but I don't remember his cheeks being like that.,FALSE,FALSE,1.9420455482388737,-0.016747224,I am mildly certain. The eyes look familiar but I don't remember his cheeks being like that.
392,Day,63,Female,43,White,WC3.P.LINE,White,TP,Yes,0,Foil,20,7.814,No,not very,"harder to tell, pics are smaller",?,No,Yes,not very,"harder to tell, pics are smaller",FALSE,FALSE,2.0559169966328787,0.15468833308126204,"not very harder to tell, pics are smaller"
392,Day,63,Female,43,White,WD1.NP.LINE,White,TA,Yes,0,Foil,20,8.724,No,a little,Looks familiar but not sure,F,No,Yes,a little,Looks familiar but not sure,FALSE,FALSE,2.1660778483393828,0.3205375191104628,a little Looks familiar but not sure
393,5Minute,54,Male,37,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,9.451,No,I'm about 60% sure I recognize this guy.,I remember the wavy hair and the stubble.,Omany,No,Yes,I'm about 60% sure I recognize this guy.,I remember the wavy hair and the stubble.,TRUE,FALSE,2.246120556012919,0.4410432859921245,I'm about 60% sure I recognize this guy. I remember the wavy hair and the stubble.
393,5Minute,54,Male,37,White,WC2.NP.LINE,White,TA,Yes,0,Foil,40,17.467,No,His face is the only one that looks familar,His hair.,?,No,Yes,His face is the only one that looks familiar,His hair.,FALSE,FALSE,2.8603133864462555,1.3657218756578002,His face is the only one that looks familiar His hair.
393,5Minute,54,Male,37,White,WD1.P.LINE,White,TP,Yes,1,Target,60,3.008,No,I'm about 50% certain that I recognize this man.,I remember his hair and his face looks very familiar.,FO,No,Yes,I'm about 50% certain that I recognize this man.,I remember his hair and his face looks very familiar.,TRUE,FALSE,1.1012754060875933,-1.282542119,I'm about 50% certain that I recognize this man. I remember his hair and his face looks very familiar.
393,5Minute,54,Male,37,White,WD2.P.LINE,White,TP,Yes,1,Target,60,10.507,No,I'm about half certain that this guy was in the line up.,His face and hair look familiar. I believe he was smiling in the line up photo.,FO,No,Yes,I'm about half certain that this guy was in the line up.,His face and hair look familiar. I believe he was smiling in the line up photo.,TRUE,FALSE,2.352041701706638,0.6005095167306662,I'm about half certain that this guy was in the line up. His face and hair look familiar. I believe he was smiling in the line up photo.
393,5Minute,54,Male,37,White,WD3.P.LINE,White,TP,Yes,0,Foil,20,15.59,No,I am slightly confident that I recognize him.,I kind of remember his hair. I seems familiar.,FO,No,Yes,I am slightly confident that I recognize him.,I kind of remember his hair. I seems familiar.,FALSE,FALSE,2.7466296830696852,1.1945689717203654,I am slightly confident that I recognize him. I kind of remember his hair. I seems familiar.
